Order ID,Order Date,Ship Date,Ship Mode,Customer Segment,Region,State,City,Product Category,Sub-Category,Sales,Profit,Quantity,Discount
ORD-2025-1527,30-06-2025,03-07-2025,Second Class,Corporate,East,Bihar,Patna,Office Supplies,Paper,31.29,7.29,1,0.1
ORD-2025-1593,30-07-2025,06-08-2025,Second Class,Corporate,South,Telangana,Hyderabad,Technology,Machines,13299.2,2428.45,10,0
ORD-2024-1222,30-08-2024,01-09-2024,Same Day,Consumer,East,Bihar,Patna,Office Supplies,Binders,1628.96,138.56,10,0.2
ORD-2024-1058,30-10-2024,01-11-2024,Second Class,Corporate,West,Goa,Panaji,Electronics,Audio,2898.35,495.04,5,0
ORD-2024-1415,30-11-2024,05-12-2024,Same Day,Corporate,East,West Bengal,Siliguri,Office Supplies,Paper,527.85,156.96,3,0
ORD-2025-1080,30-11-2025,02-12-2025,First Class,Corporate,South,Tamil Nadu,Madurai,Electronics,Wearables,7766.4,956.97,10,0
ORD-2025-1328,30-11-2025,01-12-2025,Same Day,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,121.94,12.36,3,0.2
ORD-2025-1574,30-11-2025,02-12-2025,First Class,Corporate,East,West Bengal,Siliguri,Office Supplies,Labels,723.03,200.66,3,0
ORD-2025-1343,30-12-2025,06-01-2026,First Class,Corporate,West,Gujarat,Ahmedabad,Office Supplies,Paper,567.03,-2.3,5,0.3
ORD-2024-1241,31-01-2024,03-02-2024,Standard Class,Corporate,East,Odisha,Bhubaneswar,Technology,Phones,7628.45,10.58,5,0.15
ORD-2025-1236,31-01-2025,05-02-2025,Same Day,Consumer,North,Delhi,New Delhi,Electronics,Audio,4795.49,-300.79,9,0.2
ORD-2025-1426,31-01-2025,01-02-2025,Same Day,Home Office,East,Odisha,Bhubaneswar,Technology,Machines,10413.45,1511.73,5,0
ORD-2024-1416,31-05-2024,02-06-2024,Same Day,Corporate,North,Punjab,Amritsar,Office Supplies,Labels,594.05,100.71,8,0.15
ORD-2025-1165,31-05-2025,04-06-2025,Same Day,Home Office,East,Assam,Guwahati,Electronics,Audio,905.78,105.3,2,0
ORD-2025-1321,31-05-2025,04-06-2025,First Class,Corporate,South,Karnataka,Bengaluru,Furniture,Bookcases,3386.48,-114.34,10,0.2
ORD-2025-1477,31-07-2025,03-08-2025,Standard Class,Home Office,East,Bihar,Patna,Furniture,Bookcases,886.45,-42.63,8,0.15
ORD-2024-1441,31-08-2024,02-09-2024,Standard Class,Home Office,West,Madhya Pradesh,Indore,Technology,Copiers,9623.59,779.66,8,0.1
ORD-2024-1453,31-08-2024,03-09-2024,Second Class,Consumer,East,West Bengal,Siliguri,Office Supplies,Labels,578.6,163.46,5,0
ORD-2024-1572,31-08-2024,05-09-2024,Same Day,Home Office,North,Delhi,New Delhi,Office Supplies,Binders,209.76,65.7,6,0
ORD-2025-1177,31-08-2025,01-09-2025,Second Class,Home Office,West,Maharashtra,Mumbai,Furniture,Chairs,3925.5,-89.42,11,0.2
ORD-2025-1456,31-08-2025,01-09-2025,First Class,Consumer,North,Delhi,New Delhi,Electronics,Wearables,539.94,82.1,1,0
ORD-2024-1146,31-10-2024,04-11-2024,Same Day,Corporate,East,Bihar,Patna,Furniture,Storage,139.84,15.94,1,0
ORD-2025-1497,31-10-2025,01-11-2025,Second Class,Consumer,South,Tamil Nadu,Chennai,Technology,Copiers,10895.6,1680.85,10,0
